subj,sex,age,pilot,phase,phase_onset,phase_offset,stimulus,stim_onset,stim_offset,response,response_onset,response_offset,
111617_05,F,19.7,N,3,421742,569398,be,538050,544102,"14",544102,544102,
111617_05,F,19.7,N,3,421742,569398,o,546414,558994,"64",558994,558994,
111617_05,F,19.7,N,3,421742,569398,gy,560204,568650,"22",568650,568650,
111617_04,F,18.7,N,1,36006,85612,41,40004,44472,"r",44472,44472,
111617_04,F,18.7,N,1,36006,85612,13,44506,48654,"pi",48654,48654,
111617_04,F,18.7,N,1,36006,85612,9,48688,52258,"br",52258,52258,
111617_04,F,18.7,N,1,36006,85612,59,52292,56610,"w",56610,56610,
111617_04,F,18.7,N,1,36006,85612,33,56678,60554,"o",60554,60554,
111617_04,F,18.7,N,1,36006,85612,14,60622,64940,"be",64940,64940,
111617_04,F,18.7,N,1,36006,85612,62,65008,69598,"y",69598,69598,
111617_04,F,18.7,N,1,36006,85612,4,69666,74256,"bk",74256,74256,
111617_04,F,18.7,N,1,36006,85612,57,74324,78030,"pu",78030,78030,
111617_04,F,18.7,N,1,36006,85612,22,78098,81736,"gy",81736,81736,
111617_04,F,18.7,N,1,36006,85612,23,81804,85034,"gn",85034,85034,
111617_04,F,18.7,N,2,86236,529108,bk,95370,112132,"4",105128,112132,
111617_04,F,18.7,N,2,86236,529108,o,114192,134028,"27, 33, 64",130560,134028,
111617_04,F,18.7,N,2,86236,529108,y,137938,160582,"20, 62, 17",155230,160582,
111617_04,F,18.7,N,2,86236,529108,gy,164954,185742,"54, 49, 22",182342,185742,
111617_04,F,18.7,N,2,86236,529108,gn,190162,218926,"21, 18, 23, 32, 63, 2, 47",210106,218926,
111617_04,F,18.7,N,2,86236,529108,pu,232458,290870,"39, 38, 57, 43, 1",285008,290870,
111617_04,F,18.7,N,2,86236,529108,br,298526,346732,"29, 40, 11, 55, 52, 9, 15, 48",336804,346732,
111617_04,F,18.7,N,2,86236,529108,w,361556,370896,"59",367764,370896,
111617_04,F,18.7,N,2,86236,529108,r,374646,408646,"41, 8, 58, 60, 46",402458,408646,
111617_04,F,18.7,N,2,86236,529108,be,417792,465426,"16, 35, 12, 56, 50, 7, 14, 6, 25, 5",452268,465426,
111617_04,F,18.7,N,2,86236,529108,pi,483854,524790,"34, 26, 13, 31, 53, 45, 28",516188,524790,
111617_02,F,20.8,N,1,35332,79084,62,39712,43282,"y",43282,43282,
111617_02,F,20.8,N,1,35332,79084,23,43350,47260,"gn",47260,47260,
111617_02,F,20.8,N,1,35332,79084,33,47328,50558,"o",50558,50558,
111617_02,F,20.8,N,1,35332,79084,4,50626,55046,"bk",55046,55046,
111617_02,F,20.8,N,1,35332,79084,13,55114,58548,"pi",58548,58548,
111617_02,F,20.8,N,1,35332,79084,22,58616,62050,"gy",62050,62050,
111617_02,F,20.8,N,1,35332,79084,14,62118,65790,"be",65790,65790,
111617_02,F,20.8,N,1,35332,79084,57,65858,69496,"pu",69496,69496,
111617_02,F,20.8,N,1,35332,79084,9,69564,72590,"br",72590,72590,
111617_02,F,20.8,N,1,35332,79084,41,72658,75446,"r",75446,75446,
111617_02,F,20.8,N,1,35332,79084,59,75514,78540,"w",78540,78540,
111617_02,F,20.8,N,2,79566,498712,pu,80750,121788,"57, 37, 39, 7, 61",115396,121788,
111617_02,F,20.8,N,2,79566,498712,gy,134300,153986,"49, 12, 54, 22",149362,153986,
111617_02,F,20.8,N,2,79566,498712,y,159460,173434,"17, 20, 62",169864,173434,
111617_02,F,20.8,N,2,79566,498712,be,178500,220932,"37, 7, 16, 14, 25, 5, 50",213826,220932,
111617_02,F,20.8,N,2,79566,498712,bk,237592,250750,"4",245820,246534,
111617_02,F,20.8,N,2,79566,498712,r,250784,282302,"46, 8, 58, 60, 41",277610,282302,
111617_02,F,20.8,N,2,79566,498712,w,292264,300322,"59",296854,297772,
111617_02,F,20.8,N,2,79566,498712,gn,301988,333846,"24, 51, 47, 2, 63, 23, 18, 21, 32",323782,333846,
111617_02,F,20.8,N,2,79566,498712,pi,354246,378624,"31, 26, 45, 13, 53, 30",372232,378624,
111617_02,F,20.8,N,2,79566,498712,br,389572,435914,"8, 10, 19, 36, 15, 55, 52, 3, 11, 29, 40, 9, 48",421056,435914,
111617_02,F,20.8,N,2,79566,498712,o,466888,493272,"42, 33, 27, 64",488818,493272,
111617_02,F,20.8,N,3,498950,616896,r,498984,510068,"41",510068,510068,
111617_02,F,20.8,N,3,498950,616896,w,511326,521016,"59",521016,521016,
111617_02,F,20.8,N,3,498950,616896,pi,522274,530706,"13",530706,530706,
111617_02,F,20.8,N,3,498950,616896,y,533052,541246,"62",541246,541246,
111617_02,F,20.8,N,3,498950,616896,gy,542538,550562,"22",550562,550562,
111617_02,F,20.8,N,3,498950,616896,be,553146,566134,"5",566134,566134,
111617_02,F,20.8,N,3,498950,616896,br,567154,576198,"9",576198,576198,
111617_02,F,20.8,N,3,498950,616896,o,578782,586024,"33",586024,586024,
111617_02,F,20.8,N,3,498950,616896,bk,588336,594456,"4",594456,594456,
111617_02,F,20.8,N,3,498950,616896,pu,596496,606424,"57",606424,606424,
111617_02,F,20.8,N,3,498950,616896,gn,608838,616216,"23",616216,616216,
