subj,sex,age,pilot,phase,phase_onset,phase_offset,stimulus,stim_onset,stim_offset,response,response_onset,response_offset,
062117_02,F,3.3,N,1,85204,171870,23,102238,106556,"gn",106556,106556,
062117_02,F,3.3,N,1,85204,171870,22,106624,133654,"gy",115090,115090,
062117_02,F,3.3,N,1,85204,171870,9,134402,141882,"r",141882,141882,
062117_02,F,3.3,N,1,85204,171870,13,141950,147288,"pi",147288,147288,
062117_02,F,3.3,N,1,85204,171870,57,147356,151810,"pu",151810,151810,
062117_02,F,3.3,N,1,85204,171870,62,151878,156196,"y",156196,156196,
062117_02,F,3.3,N,1,85204,171870,33,156264,159698,"o",159698,159698,
062117_02,F,3.3,N,1,85204,171870,4,159766,171122,"bk",171122,171122,
062117_02,F,3.3,N,2,210154,1062811,pu,212568,304816,"61, 39, 34, 30, 28, 26, 37, 57, 7,",226440,274346,
062117_02,F,3.3,N,2,210154,1062811,w,351458,394876,"59, 49",370498,384200,
062117_02,F,3.3,N,2,210154,1062811,y,433544,494462,"17, 62, 24, 20",438192,481032,
062117_02,F,3.3,N,2,210154,1062811,br,529128,644406,"55, 52, 9, 36, 15, 48, 29, 1, 38",536418,611694,
062117_02,F,3.3,N,2,210154,1062811,gn,663476,763232,"21, 23, 18, 19, 63, 32, 24, 51, 47, 2,",670996,732462,
062117_02,F,3.3,N,2,210154,1062811,bk,776238,843336,"6, 4",821508,830722,
062117_02,F,3.3,N,2,210154,1062811,r,918054,977212,"46, 60, 58, 41, 42, 45",927860,958936,
062117_02,F,3.3,N,2,210154,1062811,be,978554,1061140,"56, 12, 5, 35, 50, 25, 16, 39, 14, 37, 6",984252,1044276,
111617_10,F,19.8,N,0,2134,49844,,13804,49844,"12, 8, 6, 29, 57, 5, 3, 15, 74, 2, 9, 97, 45, 5",15164,49844,
111617_10,F,19.8,N,1,68666,124406,57,74766,78914,"pu",78914,78914,
111617_10,F,19.8,N,1,68666,124406,9,78982,82790,"br",82790,82790,
111617_10,F,19.8,N,1,68666,124406,41,82858,86836,"r",86836,86836,
111617_10,F,19.8,N,1,68666,124406,14,86904,93296,"be",93296,93296,
111617_10,F,19.8,N,1,68666,124406,22,93364,97342,"gy",97342,97342,
111617_10,F,19.8,N,1,68666,124406,59,97410,102102,"w",102102,102102,
111617_10,F,19.8,N,1,68666,124406,62,102238,106386,"y",106386,106386,
111617_10,F,19.8,N,1,68666,124406,23,106454,110874,"gn",110874,110874,
111617_10,F,19.8,N,1,68666,124406,33,110942,115770,"o",115770,115770,
111617_10,F,19.8,N,1,68666,124406,13,115838,119680,"pi",119680,119680,
111617_10,F,19.8,N,1,68666,124406,4,119748,123522,"bk",123522,123522,
111617_10,F,19.8,N,2,124528,705330,br,140522,194310,"9, 40, 48, 11, 52, 55, 15",150490,194310,
111617_10,F,19.8,N,2,124528,705330,pu,211072,287164,"43, 39, 30, 26, 34, 38, 61, 57",271816,287164,
111617_10,F,19.8,N,2,124528,705330,o,287912,344386,"33, 64, 27, 1, 36, 10, 3, 42",294752,344386,
111617_10,F,19.8,N,2,124528,705330,bk,361930,374374,"4",369784,374374,
111617_10,F,19.8,N,2,124528,705330,r,376876,421294,"41, 46, 60, 58, 42, 8",383594,421294,
111617_10,F,19.8,N,2,124528,705330,gn,435812,490348,"23, 63, 18, 21, 2, 32, 47, 24, 51",440578,490348,
111617_10,F,19.8,N,2,124528,705330,w,505308,514012,"59",509700,514012,
111617_10,F,19.8,N,2,124528,705330,y,515256,542674,"17, 62, 20",521934,542674,
111617_10,F,19.8,N,2,124528,705330,be,546536,613156,"50, 44, 16, 25, 14, 5, 37, 35, 12, 6, 56, 7",553234,613156,
111617_10,F,19.8,N,2,124528,705330,pi,634576,667760,"28, 13, 53, 45, 31, 26",642484,667760,
111617_10,F,19.8,N,2,124528,705330,gy,675158,697306,"49, 54, 22",683556,697306,
111617_10,F,19.8,N,3,708322,884918,pi,708764,731544,"53",731544,731544,
111617_10,F,19.8,N,3,708322,884918,gn,732074,744668,"21",744668,744668,
111617_10,F,19.8,N,3,708322,884918,pu,745926,768502,"61",768502,768502,
111617_10,F,19.8,N,3,708322,884918,br,771800,783700,"48",783700,783700,
111617_10,F,19.8,N,3,708322,884918,gy,785638,799306,"54",799306,799306,
111617_10,F,19.8,N,3,708322,884918,r,801482,819162,"41",819162,819162,
111617_10,F,19.8,N,3,708322,884918,w,821372,827560,"59",827560,827560,
111617_10,F,19.8,N,3,708322,884918,o,829294,836604,"33",836604,836604,
111617_10,F,19.8,N,3,708322,884918,bk,839630,849116,"4",849116,849116,
111617_10,F,19.8,N,3,708322,884918,y,850612,866592,"62",861424,866592,
111617_10,F,19.8,N,3,708322,884918,be,869618,883184,"16",883184,883184,
062117_06,M,5.0,n,1,42058,102088,41,47144,52767,"r",51680,51680,
062117_06,M,5.0,n,1,42058,102088,23,52768,57357,"gn",55862,55862,
062117_06,M,5.0,n,1,42058,102088,22,57358,61947,"silver",60724,60724,
062117_06,M,5.0,n,1,42058,102088,14,61948,66537,"be",65280,65280,
062117_06,M,5.0,n,1,42058,102088,59,66538,71127,"w",69598,69598,
062117_06,M,5.0,n,1,42058,102088,57,71128,77281,"bk",75004,75004,
062117_06,M,5.0,n,1,42058,102088,13,77282,81939,"pi",80648,80648,
062117_06,M,5.0,n,1,42058,102088,4,81940,86631,"bk",84728,84728,
062117_06,M,5.0,n,1,42058,102088,9,86632,89827,"br",88808,88808,
062117_06,M,5.0,n,1,42058,102088,33,89828,94077,"o",92140,92140,
062117_06,M,5.0,n,1,42058,102088,62,94078,98906,"y",97172,97172,
062117_06,M,5.0,n,2,208868,1074540,gy,212656,233172,"49",223856,223856,
062117_06,M,5.0,n,2,208868,1074540,gy,212656,233172,"22",224746,226916,
062117_06,M,5.0,n,2,208868,1074540,gn,244698,295154,"2,23,63,32,21,18",272238,280228,
062117_06,M,5.0,n,2,208868,1074540,gn,244698,295154,"51,24",288524,294780,
062117_06,M,5.0,n,2,208868,1074540,pi,335842,370736,"13",343896,345644,
062117_06,M,5.0,n,2,208868,1074540,pi,335842,370736,"26",346616,349656,
062117_06,M,5.0,n,2,208868,1074540,pi,335842,370736,"53",351288,353328,
062117_06,M,5.0,n,2,208868,1074540,pi,335842,370736,"31",353348,355300,
062117_06,M,5.0,n,2,208868,1074540,pi,335842,370736,"45",357462,360196,
062117_06,M,5.0,n,2,208868,1074540,r,476360,561986,"8,43,42,58,60,46,41",536404,561986,
062117_06,M,5.0,n,2,208868,1074540,be,592994,658308,"26",602602,603806,
062117_06,M,5.0,n,2,208868,1074540,be,592994,658308,"56",605880,607410,
062117_06,M,5.0,n,2,208868,1074540,be,592994,658308,"50",609144,610164,
062117_06,M,5.0,n,2,208868,1074540,be,592994,658308,"16",612034,612918,
062117_06,M,5.0,n,2,208868,1074540,be,592994,658308,"35",617814,618834,
062117_06,M,5.0,n,2,208868,1074540,be,592994,658308,"44",621996,623730,
062117_06,M,5.0,n,2,208868,1074540,be,592994,658308,"28,5",625212,626484,
062117_06,M,5.0,n,2,208868,1074540,be,592994,658308,"25",630142,631108,
062117_06,M,5.0,n,2,208868,1074540,be,592994,658308,"12",634780,636650,
062117_06,M,5.0,n,2,208868,1074540,be,592994,658308,"7",639832,640730,
062117_06,M,5.0,n,2,208868,1074540,be,592994,658308,"39,47,37",647564,655044,
062117_06,M,5.0,n,2,208868,1074540,w,709688,723316,"59",719324,720426,
062117_06,M,5.0,n,2,208868,1074540,br,733182,765068,"52",745164,747184,
062117_06,M,5.0,n,2,208868,1074540,br,733182,765068,"9",747850,749224,
062117_06,M,5.0,n,2,208868,1074540,br,733182,765068,"40",750584,751536,
062117_06,M,5.0,n,2,208868,1074540,br,733182,765068,"11",753542,755208,
062117_06,M,5.0,n,2,208868,1074540,br,733182,765068,"29",757010,758336,
062117_06,M,5.0,n,2,208868,1074540,br,733182,765068,"15",761042,762654,
062117_06,M,5.0,n,2,208868,1074540,bk,789718,804168,"4",789718,789718,
062117_06,M,5.0,n,2,208868,1074540,y,822514,845410,"62",834870,835788,
062117_06,M,5.0,n,2,208868,1074540,y,822514,845410,"17",836284,837794,
062117_06,M,5.0,n,2,208868,1074540,pu,873534,939658,"28",885278,886754,
062117_06,M,5.0,n,2,208868,1074540,pu,873534,939658,"61",887250,889236,
062117_06,M,5.0,n,2,208868,1074540,pu,873534,939658,"34",890412,891888,
062117_06,M,5.0,n,2,208868,1074540,pu,873534,939658,"30",895682,896716,
062117_06,M,5.0,n,2,208868,1074540,pu,873534,939658,"28",907752,908786,
062117_06,M,5.0,n,2,208868,1074540,pu,873534,939658,"57",918938,920686,
062117_06,M,5.0,n,2,208868,1074540,o,964308,993888,"27",970414,972298,
062117_06,M,5.0,n,2,208868,1074540,o,964308,993888,"33,64",978860,980560,
062117_06,M,5.0,n,2,208868,1074540,o,964308,993888,"42,10",983538,987496,
062117_06,M,5.0,n,2,208868,1074540,o,964308,993888,"29",987720,989332,
060817_07,F,5.2,N,1,17442,81396,23,24840,29886,"gn",29886,29886,
060817_07,F,5.2,N,1,17442,81396,22,29988,35836,"bk",35836,35836,
060817_07,F,5.2,N,1,17442,81396,9,35904,41140,"o",41140,41140,
060817_07,F,5.2,N,1,17442,81396,41,41208,45866,"r",45866,45866,
060817_07,F,5.2,N,1,17442,81396,33,45934,51000,"o",51000,51000,
060817_07,F,5.2,N,1,17442,81396,62,51068,55420,"y",55420,55420,
060817_07,F,5.2,N,1,17442,81396,13,55488,59058,"pi",59058,59058,
060817_07,F,5.2,N,1,17442,81396,14,59126,63308,"be",63308,63308,
060817_07,F,5.2,N,1,17442,81396,59,63376,68340,"w",68340,68340,
060817_07,F,5.2,N,1,17442,81396,4,68408,74256,"bk",74256,74256,
060817_07,F,5.2,N,1,17442,81396,57,74324,78778,"pu",78778,78778,
022317_05,f,2.9,y,1,43928,98872,w,49674,52700,"bk",52700,52700,
022317_05,f,2.9,y,1,43928,98872,gn,54570,56270,"gn",56270,56270,
022317_05,f,2.9,y,1,43928,98872,o,57358,58854,"o",58854,58854,
022317_05,f,2.9,y,1,43928,98872,gy,60622,63954,"gy",63954,63954,
022317_05,f,2.9,y,1,43928,98872,br,66028,67728,"br",67728,67728,
022317_05,f,2.9,y,1,43928,98872,y,70550,72420,"y",72420,72420,
022317_05,f,2.9,y,1,43928,98872,bk,74800,75956,"bk",75956,75956,
022317_05,f,2.9,y,1,43928,98872,r,78064,79152,"r",79152,79152,
022317_05,f,2.9,y,1,43928,98872,pi,80512,82552,"pi",82552,82552,
022317_05,f,2.9,y,1,43928,98872,be,83470,87822,"pu",85238,85238,
022317_05,f,2.9,y,1,43928,98872,be,83470,87822,"be",87822,87822,
022317_05,f,2.9,y,1,43928,98872,pu,89012,91018,"pu",91018,91018,
022317_05,f,2.9,y,2,183362,1200666,o,183396,222496,"27,33,64,1",215016,222222,
022317_05,f,2.9,y,2,183362,1200666,gy,241298,266458,"59,49,54",263228,266458,
022317_05,f,2.9,y,2,183362,1200666,br,294098,353284,"15,40,9,48,30,11,8",342652,353284,
022317_05,f,2.9,y,2,183362,1200666,r,395862,481542,"31,41,43,53,6,45,58,48,60,42,46,13",459170,481542,
022317_05,f,2.9,y,2,183362,1200666,be,535160,621452,"39,5,16,14,50,44,56,35,37,25,7,30",587520,621452,
022317_05,f,2.9,y,2,183362,1200666,y,643382,672656,"17,62,24",666298,672404,
022317_05,f,2.9,y,2,183362,1200666,gn,710955,808758,"55,43,63,24,51,47,54,32,22,18,23,21",787236,808758,
022317_05,f,2.9,y,2,183362,1200666,pi,848912,911778,"28,53,13,34,26,38",896104,911778,
022317_05,f,2.9,y,2,183362,1200666,pu,945744,1006028,"25,61,39,16",999498,1006028,
022317_05,f,2.9,y,2,183362,1200666,bk,1027820,1144372,"15,12,26,17,20,40,2,38,53,6,35,47,25,57,4,5",1115438,1144372,
062117_01,F,3.6,N,1,45186,105366,33,49368,55046,"o",55046,55046,
062117_01,F,3.6,N,1,45186,105366,14,55114,60214,"be",60214,60214,
062117_01,F,3.6,N,1,45186,105366,13,60282,65348,"pi",65348,65348,
062117_01,F,3.6,N,1,45186,105366,4,65416,71706,"bk",71706,71706,
062117_01,F,3.6,N,1,45186,105366,41,71774,75888,"r",75888,75888,
062117_01,F,3.6,N,1,45186,105366,22,75956,80954,"br",80954,80954,
062117_01,F,3.6,N,1,45186,105366,57,81022,85816,"pu",85816,85816,
062117_01,F,3.6,N,1,45186,105366,9,85884,90882,"br",90882,90882,
062117_01,F,3.6,N,1,45186,105366,23,90950,94214,"gn",94214,94214,
062117_01,F,3.6,N,1,45186,105366,59,94282,97580,"w",97580,97580,
062117_01,F,3.6,N,1,45186,105366,62,97648,104618,"y",104618,104618,
062117_01,F,3.6,N,2,174032,1435242,w,178058,202300,"59",200328,202300,
062117_01,F,3.6,N,2,174032,1435242,gn,205938,294746,"24, 51, 32, 18, 21, 23, 47, 53, 44, 2",273904,294746,
062117_01,F,3.6,N,2,174032,1435242,gy,297889,438838,"15, 4, 52, 38, 9, 3, 55, 8",421362,438838,
062117_01,F,3.6,N,2,174032,1435242,pi,503404,665686,"55, 43, 36, 7, 38, 34, 1, 13, 28, 39, 57, 26, 45, 61, 37, 31, 30, 53",623696,665686,
062117_01,F,3.6,N,2,174032,1435242,o,702780,814266,"36, 40, 48, 46, 52, 55, 33, 27, 31, 1, 64",790194,814266,
062117_01,F,3.6,N,2,174032,1435242,pu,830042,942004,"28, 42, 58, 30, 8, 53, 39, 31, 25, 26, 59, 35",916408,942004,
062117_01,F,3.6,N,2,174032,1435242,r,956726,1034416,"58, 41, 46, 42, 8, 29, 3",963696,1019014,
062117_01,F,3.6,N,2,174032,1435242,br,1038972,1167224,"15, 48, 52, 38, 9, 57, 25, 5, 14, 6, 37, 35, 56, 16, 12",1048900,1128188,
062117_01,F,3.6,N,2,174032,1435242,y,1171776,1259258,"62, 20, 17, 24, 1, 36, 51, 2, 4",1177624,1228930,
062117_01,F,3.6,N,2,174032,1435242,be,1261910,1335792,"50, 22, 16, 14, 24, 44, 56, 12, 37, 6, 5, 35, 25, 7",1268302,1335792,
062117_01,F,3.6,N,2,174032,1435242,bk,1376932,1434120,"48, 4, 9, 40, 11, 18, 36, 52, 55, 1",1391286,1433202,
062117_03,m,4.1,n,1,53890,114484,13,58452,70787,"nr",69768,69768,
062117_03,m,4.1,n,1,53890,114484,4,70788,75377,"bk",73542,73542,
062117_03,m,4.1,n,1,53890,114484,59,75378,78675,"w",78608,78608,
062117_03,m,4.1,n,1,53890,114484,57,78676,83333,"pu",81464,81464,
062117_03,m,4.1,n,1,53890,114484,23,83334,86665,"gn",86564,86564,
062117_03,m,4.1,n,1,53890,114484,33,86666,93329,"o",90032,90032,
062117_03,m,4.1,n,1,53890,114484,41,93330,97205,"r",96050,96050,
062117_03,m,4.1,n,1,53890,114484,62,97206,101047,"y",100504,100504,
062117_03,m,4.1,n,1,53890,114484,22,101048,104753,"gy",103258,103258,
062117_03,m,4.1,n,1,53890,114484,14,104754,108697,"be",107338,107338,
062117_03,m,4.1,n,1,53890,114484,9,108698,113084,"br",110738,110738,
062117_03,m,4.1,n,2,191868,1026015,o,195642,228242,"64,33",224202,228242,
062117_03,m,4.1,n,2,191868,1026015,w,250090,262888,"59",262888,262888,
062117_03,m,4.1,n,2,191868,1026015,gn,265560,325074,"63,32,18,23,44,21",311460,325074,
062117_03,m,4.1,n,2,191868,1026015,br,348418,374714,"9,40",370028,374714,
062117_03,m,4.1,n,2,191868,1026015,r,382880,426496,"41",395304,398752,
062117_03,m,4.1,n,2,191868,1026015,r,382880,426496,"58",400064,402832,
062117_03,m,4.1,n,2,191868,1026015,r,382880,426496,"42",411352,412794,
062117_03,m,4.1,n,2,191868,1026015,r,382880,426496,"60",412984,415038,
062117_03,m,4.1,n,2,191868,1026015,r,382880,426496,"46",420206,422042,
062117_03,m,4.1,n,2,191868,1026015,pu,458802,493884,"30",469084,470424,
062117_03,m,4.1,n,2,191868,1026015,pu,458802,493884,"28",473300,475286,
062117_03,m,4.1,n,2,191868,1026015,pu,458802,493884,"43",478740,481474,
062117_03,m,4.1,n,2,191868,1026015,pu,458802,493884,"15",485098,486744,
062117_03,m,4.1,n,2,191868,1026015,bk,540022,561102,"4",558810,560728,
062117_03,m,4.1,n,2,191868,1026015,y,564468,628422,"20,51,62,24,17",616766,628422,
062117_03,m,4.1,n,2,191868,1026015,pi,636194,681394,"31",649080,650692,
062117_03,m,4.1,n,2,191868,1026015,pi,636194,681394,"13",652446,654228,
062117_03,m,4.1,n,2,191868,1026015,pi,636194,681394,"53",656050,658274,
062117_03,m,4.1,n,2,191868,1026015,pi,636194,681394,"45",663006,665380,
062117_03,m,4.1,n,2,191868,1026015,pi,636194,681394,"30",672962,673982,
062117_03,m,4.1,n,2,191868,1026015,pi,636194,681394,"26",674022,675716,
062117_03,m,4.1,n,2,191868,1026015,be,717814,820046,"39",727940,730150,
062117_03,m,4.1,n,2,191868,1026015,be,717814,820046,"37",730612,732360,
062117_03,m,4.1,n,2,191868,1026015,be,717814,820046,"45",736780,738456,
062117_03,m,4.1,n,2,191868,1026015,be,717814,820046,"44",738466,739908,
062117_03,m,4.1,n,2,191868,1026015,be,717814,820046,"5, 35",742688,745552,
062117_03,m,4.1,n,2,191868,1026015,be,717814,820046,"16",753678,755582,
062117_03,m,4.1,n,2,191868,1026015,be,717814,820046,"14",762640,763776,
062117_03,m,4.1,n,2,191868,1026015,be,717814,820046,"50",766958,768332,
062117_03,m,4.1,n,2,191868,1026015,be,717814,820046,"56",769440,770236,
062117_03,m,4.1,n,2,191868,1026015,be,717814,820046,"7",776716,778498,
062117_03,m,4.1,n,2,191868,1026015,be,717814,820046,"25",783278,785502,
062117_03,m,4.1,n,2,191868,1026015,be,717814,820046,"6",792852,794648,
062117_03,m,4.1,n,2,191868,1026015,be,717814,820046,"12",799632,800836,
062117_03,m,4.1,n,2,191868,1026015,be,717814,820046,"47",812770,814028,
062117_03,m,4.1,n,2,191868,1026015,gy,861696,920754,"55",870746,873426,
062117_03,m,4.1,n,2,191868,1026015,gy,861696,920754,"42",874262,875568,
062117_03,m,4.1,n,2,191868,1026015,gy,861696,920754,"29",876030,877540,
062117_03,m,4.1,n,2,191868,1026015,gy,861696,920754,"1",890208,891752,
062117_03,m,4.1,n,2,191868,1026015,gy,861696,920754,"38",892146,894064,
062117_03,m,4.1,n,2,191868,1026015,gy,861696,920754,"15",895750,896988,
062117_03,m,4.1,n,2,191868,1026015,gy,861696,920754,"3,9",903352,905488,
062117_03,m,4.1,n,2,191868,1026015,gy,861696,920754,"40",909180,911064,
062117_03,m,4.1,n,2,191868,1026015,gy,861696,920754,"52",914532,915994,
061917_02,F,3.5,N,1,15334,74528,9,21304,26724,"br",26724,26724,
061917_02,F,3.5,N,1,15334,74528,23,26792,32096,"gn",32096,32096,
061917_02,F,3.5,N,1,15334,74528,4,32164,36482,"bk",36482,36482,
061917_02,F,3.5,N,1,15334,74528,62,36550,41242,"y",41242,41242,
061917_02,F,3.5,N,1,15334,74528,41,41310,45288,"r",45288,45288,
061917_02,F,3.5,N,1,15334,74528,59,45356,50286,"59",50286,50286,
061917_02,F,3.5,N,1,15334,74528,13,50354,54876,"pi",54876,54876,
061917_02,F,3.5,N,1,15334,74528,57,54944,58956,"pu",58956,58956,
061917_02,F,3.5,N,1,15334,74528,22,59024,63104,"gy",63104,63104,
061917_02,F,3.5,N,1,15334,74528,33,63172,67184,"o",67184,67184,
061917_02,F,3.5,N,1,15334,74528,14,67252,72080,"be",72080,72080,
061917_02,F,3.5,N,2,112982,1003816,gy,116878,166634,"54, 49, 22",161826,166634,
061917_02,F,3.5,N,2,112982,1003816,pu,204448,253368,"61, 39",240148,253368,
061917_02,F,3.5,N,2,112982,1003816,br,287830,323884,"9, 48, 55",317240,323884,
061917_02,F,3.5,N,2,112982,1003816,r,345480,387260,"46, 58, 60",378928,387260,
061917_02,F,3.5,N,2,112982,1003816,y,435302,487798,"51, 24, 17, 62",477292,487798,
061917_02,F,3.5,N,2,112982,1003816,w,516752,552228,"59",546550,552228,
061917_02,F,3.5,N,2,112982,1003816,gn,582449,685168,"62, 63, 24, 47, 21, 18, 19, 59, 51, 32, 44, 23, 2, 6",647978,685168,
061917_02,F,3.5,N,2,112982,1003816,bk,710634,754494,"4",752284,754494,
061917_02,F,3.5,N,2,112982,1003816,o,775972,819706,"29, 10, 3, 33, 27, 42",805698,819706,
061917_02,F,3.5,N,2,112982,1003816,pi,852284,917830,"8, 43, 45, 53, 13, 26, 31",897090,917830,
061917_02,F,3.5,N,2,112982,1003816,be,922882,1002898,"12, 25, 44, 16, 14, 50, 7, 56, 5, 37",979526,1002898,
061917_01,F,2.4,N,1,13844,130798,23,17700,23698,"y",23698,23698,
061917_01,F,2.4,N,1,13844,130798,57,23766,38828,"",37332,37332,
061917_01,F,2.4,N,1,13844,130798,4,38896,52428,"",51374,51374,
061917_01,F,2.4,N,1,13844,130798,33,52496,63716,"",62594,62594,
061917_01,F,2.4,N,1,13844,130798,14,63818,75038,"",75038,75038,
061917_01,F,2.4,N,1,13844,130798,22,75106,85612,"",85612,85612,
061917_01,F,2.4,N,1,13844,130798,9,85680,95132,"",95132,95132,
061917_01,F,2.4,N,1,13844,130798,41,95200,104210,"",104210,104210,
061917_01,F,2.4,N,1,13844,130798,13,104278,118150,"be",118150,118150,
061917_01,F,2.4,N,1,13844,130798,59,118218,123590,"w",123590,123590,
061917_01,F,2.4,N,1,13844,130798,62,123658,129795,"y",129795,129795,
061917_01,F,2.4,N,2,198798,1235050,be,205040,397664,"34, 64, 55, 19, 37, 40, 53, 12, 6, 63, 18, 24, 47, 33, 40",357428,397664,
061917_01,F,2.4,N,2,198798,1235050,o,410604,520200,"13, 16, 27, 12, 34, 35, 61, 47",464004,520200,
061917_01,F,2.4,N,2,198798,1235050,gy,577108,697000,"57, 14, 20, 50, 13, 47, 3, 39, 61, 21",669004,697000,
061917_01,F,2.4,N,2,198798,1235050,pu,703344,806602,"37, 51, 42, 6, 26, 46, 30. 4, 5, 45, 10, 15",772595,806602,
061917_01,F,2.4,N,2,198798,1235050,w,820630,879898,"27, 56, 43, 31, 53, 11, 41",863906,879898,
061917_01,F,2.4,N,2,198798,1235050,pi,893016,949926,"24, 3, 48, 28, 10, 30, 25",936326,949926,
061917_01,F,2.4,N,2,198798,1235050,bk,976010,1011160,"51, 50, 39, 22",1004020,1011160,
061917_01,F,2.4,N,2,198798,1235050,r,1032070,1105578,"42, 17, 64, 59, 3, 1, 62, 20",1088102,1105578,
061917_01,F,2.4,N,2,198798,1235050,y,1121714,1151376,"32, 20",1148030,1151376,
061917_01,F,2.4,N,2,198798,1235050,gn,1159284,1201560,"60, 25, 55, 7, 12",1190612,1201560,
061917_01,F,2.4,N,2,198798,1235050,br,1201628,1234336,"13, 21",1230684,1234336,
062117_05,F,3.8,N,1,29444,115418,62,34238,40358,"y",40358,40358,
062117_05,F,3.8,N,1,29444,115418,33,40426,45866,"o",45866,45866,
062117_05,F,3.8,N,1,29444,115418,9,45934,53584,"gy",53584,53584,
062117_05,F,3.8,N,1,29444,115418,23,53652,58344,"gn",58344,58344,
062117_05,F,3.8,N,1,29444,115418,41,58412,67694,"r",67694,67694,
062117_05,F,3.8,N,1,29444,115418,13,67762,71944,"pi",71944,71944,
062117_05,F,3.8,N,1,29444,115418,14,72012,75378,"be",75378,75378,
062117_05,F,3.8,N,1,29444,115418,4,75446,80614,"grane",80614,80614,
062117_05,F,3.8,N,1,29444,115418,57,80682,85578,"bk",85578,85578,
062117_05,F,3.8,N,1,29444,115418,59,85646,88910,"w",88910,88910,
062117_05,F,3.8,N,1,29444,115418,22,88978,112812,"bk",112812,112812,
062117_05,F,3.8,N,2,208318,1611662,gn,211956,421974,"28, 24, 5, 51, 12, 23, 2, 18, 47, 21, 63",398632,421974,
062117_05,F,3.8,N,2,208318,1611662,r,475694,530502,"60, 42, 3, 8, 58, 41, 46, 43",484860,530502,
062117_05,F,3.8,N,2,208318,1611662,be,582624,676430,"14, 5, 35, 56, 50, 16, 7, 37, 39, 44, 6, 25, 2, 49, 48, 18, 31",592212,676430,
062117_05,F,3.8,N,2,208318,1611662,pu,726274,814844,"13, 26, 28, 53, 34, 37, 61, 5, 7, 35, 38, 57, 1, 29, 30",737344,814844,
062117_05,F,3.8,N,2,208318,1611662,pi,888623,986680,"45, 53, 13, 30, 29, 26, 34, 39, 61, 11, 36, 32, 9, 17, 37",896824,986680,
062117_05,F,3.8,N,2,208318,1611662,w,1054141,1098778,"22, 49, 59",1067062,1098778,
062117_05,F,3.8,N,2,208318,1611662,o,1107652,1218424,"58, 10, 64, 54, 8, 3, 11, 59, 35, 46, 16, 56, 37, 9, 50, 45, 20, 41, 33",1116118,1218424,
062117_05,F,3.8,N,2,208318,1611662,br,1319880,1401276,"2, 9, 18, 11, 43, 3, 51, 38, 1, 32, 63, 30, 52, 19, 8",1326666,1401276,
062117_05,F,3.8,N,2,208318,1611662,y,1469684,1509974,"62, 17, 51, 20, 24",1479652,1509974,
062117_05,F,3.8,N,2,208318,1611662,bk,1554846,1610580,"38, 4, 57, 35, 25, 16, 61, 58",1567944,1610580,
111617_05,F,19.7,N,1,4420,55250,9,9588,13396,"br",13396,13396,
111617_05,F,19.7,N,1,4420,55250,4,13464,20298,"bk",20298,20298,
111617_05,F,19.7,N,1,4420,55250,14,20366,24140,"be",24140,24140,
111617_05,F,19.7,N,1,4420,55250,41,24208,28390,"r",28390,28390,
111617_05,F,19.7,N,1,4420,55250,22,28424,33116,"gy",33116,33116,
111617_05,F,19.7,N,1,4420,55250,33,33184,37060,"o",37060,37060,
111617_05,F,19.7,N,1,4420,55250,23,37128,40732,"gn",40732,40732,
111617_05,F,19.7,N,1,4420,55250,13,40800,44642,"pi",44642,44642,
111617_05,F,19.7,N,1,4420,55250,62,44710,47974,"y",47974,47974,
111617_05,F,19.7,N,1,4420,55250,57,48042,51204,"pu",51204,51204,
111617_05,F,19.7,N,1,4420,55250,59,51272,54332,"w",54332,54332,
111617_05,F,19.7,N,2,57834,418948,y,62084,86258,"20, 17, 62",82096,86258,
111617_05,F,19.7,N,2,57834,418948,gn,91378,137122,"63, 21, 23, 24, 18, 2, 32",122400,137122,
111617_05,F,19.7,N,2,57834,418948,bk,138006,150722,"4",147240,150722,
111617_05,F,19.7,N,2,57834,418948,pi,152408,181288,"31, 45, 53, 13, 26",169952,181288,
111617_05,F,19.7,N,2,57834,418948,br,181390,227732,"9, 48, 11, 52, 15, 29, 40, 10",208542,227732,
111617_05,F,19.7,N,2,57834,418948,pu,228378,272680,"57, 28, 30, 61, 34, 43",258862,272680,
111617_05,F,19.7,N,2,57834,418948,o,273530,296038,"33, 27, 64",287762,296038,
111617_05,F,19.7,N,2,57834,418948,w,300288,307088,"59",304150,307088,
111617_05,F,19.7,N,2,57834,418948,be,310148,363460,"6, 35, 44, 5, 56, 14, 50, 16, 25",341414,363460,
111617_05,F,19.7,N,2,57834,418948,r,364548,387906,"41, 42, 46, 58, 60",379848,387906,
111617_05,F,19.7,N,2,57834,418948,gy,395386,416432,"49, 22, 54",410930,416432,
111617_05,F,19.7,N,3,421742,569398,r,422654,438736,"60",438736,438736,
111617_05,F,19.7,N,3,421742,569398,br,441864,460326,"9",460326,460326,
111617_05,F,19.7,N,3,421742,569398,pi,462944,471648,"13",471648,471648,
111617_05,F,19.7,N,3,421742,569398,pu,474878,495822,"57",495822,495822,
111617_05,F,19.7,N,3,421742,569398,y,498440,503574,"62",503574,503574,
111617_05,F,19.7,N,3,421742,569398,bk,505852,514794,"4",514794,514794,
111617_05,F,19.7,N,3,421742,569398,gn,522022,529108,"23",529108,529108,
111617_05,F,19.7,N,3,421742,569398,w,531420,535364,"59",535364,535364,
