data_id,age,comprehension,production,language,form,birth_order,ethnicity,sex,zygosity,norming,longitudinal,source_name,mom_ed,value,num_item_id,num_value,color
51914,29,75,75,English,WS,Second,White,Male,,TRUE,FALSE,Marchman,Secondary,"",565,0,yellow
51915,25,541,541,English,WS,Second,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,510,1,black
51915,25,541,541,English,WS,Second,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,511,1,blue
51915,25,541,541,English,WS,Second,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,513,1,brown
51915,25,541,541,English,WS,Second,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,518,1,dark
51915,25,541,541,English,WS,Second,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,528,1,green
51915,25,541,541,English,WS,Second,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,546,1,orange
51915,25,541,541,English,WS,Second,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,550,1,red
51915,25,541,541,English,WS,Second,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,563,1,white
51915,25,541,541,English,WS,Second,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,565,1,yellow
51916,30,603,603,English,WS,Second,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,510,1,black
51916,30,603,603,English,WS,Second,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,511,1,blue
51916,30,603,603,English,WS,Second,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,513,1,brown
51916,30,603,603,English,WS,Second,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,518,1,dark
51916,30,603,603,English,WS,Second,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,528,1,green
51916,30,603,603,English,WS,Second,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,546,1,orange
51916,30,603,603,English,WS,Second,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,550,1,red
51916,30,603,603,English,WS,Second,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,563,1,white
51916,30,603,603,English,WS,Second,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,565,1,yellow
51917,25,139,139,English,WS,First,White,Female,,TRUE,FALSE,Marchman,Secondary,"",510,0,black
51917,25,139,139,English,WS,First,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,511,1,blue
51917,25,139,139,English,WS,First,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,513,1,brown
51917,25,139,139,English,WS,First,White,Female,,TRUE,FALSE,Marchman,Secondary,"",518,0,dark
51917,25,139,139,English,WS,First,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,528,1,green
51917,25,139,139,English,WS,First,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,546,1,orange
51917,25,139,139,English,WS,First,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,550,1,red
51917,25,139,139,English,WS,First,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,563,1,white
51917,25,139,139,English,WS,First,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,565,1,yellow
51918,27,215,215,English,WS,First,White,Female,,TRUE,FALSE,Marchman,Secondary,"",510,0,black
51918,27,215,215,English,WS,First,White,Female,,TRUE,FALSE,Marchman,Secondary,"",511,0,blue
51918,27,215,215,English,WS,First,White,Female,,TRUE,FALSE,Marchman,Secondary,"",513,0,brown
51918,27,215,215,English,WS,First,White,Female,,TRUE,FALSE,Marchman,Secondary,"",518,0,dark
51918,27,215,215,English,WS,First,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,528,1,green
51918,27,215,215,English,WS,First,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,546,1,orange
51918,27,215,215,English,WS,First,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,550,1,red
51918,27,215,215,English,WS,First,White,Female,,TRUE,FALSE,Marchman,Secondary,"",563,0,white
51918,27,215,215,English,WS,First,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,565,1,yellow
51919,27,677,677,English,WS,First,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,510,1,black
51919,27,677,677,English,WS,First,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,511,1,blue
51919,27,677,677,English,WS,First,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,513,1,brown
51919,27,677,677,English,WS,First,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,518,1,dark
51919,27,677,677,English,WS,First,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,528,1,green
51919,27,677,677,English,WS,First,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,546,1,orange
51919,27,677,677,English,WS,First,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,550,1,red
51919,27,677,677,English,WS,First,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,563,1,white
51919,27,677,677,English,WS,First,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,565,1,yellow
51920,25,23,23,English,WS,Third,White,Female,,TRUE,FALSE,Marchman,Secondary,"",510,0,black
51920,25,23,23,English,WS,Third,White,Female,,TRUE,FALSE,Marchman,Secondary,"",511,0,blue
51920,25,23,23,English,WS,Third,White,Female,,TRUE,FALSE,Marchman,Secondary,"",513,0,brown
51920,25,23,23,English,WS,Third,White,Female,,TRUE,FALSE,Marchman,Secondary,"",518,0,dark
51920,25,23,23,English,WS,Third,White,Female,,TRUE,FALSE,Marchman,Secondary,"",528,0,green
51920,25,23,23,English,WS,Third,White,Female,,TRUE,FALSE,Marchman,Secondary,"",546,0,orange
51920,25,23,23,English,WS,Third,White,Female,,TRUE,FALSE,Marchman,Secondary,"",550,0,red
51920,25,23,23,English,WS,Third,White,Female,,TRUE,FALSE,Marchman,Secondary,"",563,0,white
51920,25,23,23,English,WS,Third,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,565,1,yellow
51921,28,414,414,English,WS,Third,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,510,1,black
51921,28,414,414,English,WS,Third,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,511,1,blue
51921,28,414,414,English,WS,Third,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,513,1,brown
51921,28,414,414,English,WS,Third,White,Male,,TRUE,FALSE,Marchman,Secondary,"",518,0,dark
51921,28,414,414,English,WS,Third,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,528,1,green
51921,28,414,414,English,WS,Third,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,546,1,orange
51921,28,414,414,English,WS,Third,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,550,1,red
51921,28,414,414,English,WS,Third,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,563,1,white
51921,28,414,414,English,WS,Third,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,565,1,yellow
51922,27,134,134,English,WS,Fourth,White,Female,,TRUE,FALSE,Marchman,Secondary,"",510,0,black
51922,27,134,134,English,WS,Fourth,White,Female,,TRUE,FALSE,Marchman,Secondary,"",511,0,blue
51922,27,134,134,English,WS,Fourth,White,Female,,TRUE,FALSE,Marchman,Secondary,"",513,0,brown
51922,27,134,134,English,WS,Fourth,White,Female,,TRUE,FALSE,Marchman,Secondary,"",518,0,dark
51922,27,134,134,English,WS,Fourth,White,Female,,TRUE,FALSE,Marchman,Secondary,"",528,0,green
51922,27,134,134,English,WS,Fourth,White,Female,,TRUE,FALSE,Marchman,Secondary,"",546,0,orange
51922,27,134,134,English,WS,Fourth,White,Female,,TRUE,FALSE,Marchman,Secondary,"",550,0,red
51922,27,134,134,English,WS,Fourth,White,Female,,TRUE,FALSE,Marchman,Secondary,"",563,0,white
51922,27,134,134,English,WS,Fourth,White,Female,,TRUE,FALSE,Marchman,Secondary,"",565,0,yellow
51923,25,163,163,English,WS,Third,White,Female,,TRUE,FALSE,Marchman,Secondary,"",510,0,black
51923,25,163,163,English,WS,Third,White,Female,,TRUE,FALSE,Marchman,Secondary,"",511,0,blue
51923,25,163,163,English,WS,Third,White,Female,,TRUE,FALSE,Marchman,Secondary,"",513,0,brown
51923,25,163,163,English,WS,Third,White,Female,,TRUE,FALSE,Marchman,Secondary,"",518,0,dark
51923,25,163,163,English,WS,Third,White,Female,,TRUE,FALSE,Marchman,Secondary,"",528,0,green
51923,25,163,163,English,WS,Third,White,Female,,TRUE,FALSE,Marchman,Secondary,"",546,0,orange
51923,25,163,163,English,WS,Third,White,Female,,TRUE,FALSE,Marchman,Secondary,"",550,0,red
51923,25,163,163,English,WS,Third,White,Female,,TRUE,FALSE,Marchman,Secondary,"",563,0,white
51923,25,163,163,English,WS,Third,White,Female,,TRUE,FALSE,Marchman,Secondary,"",565,0,yellow
51924,25,479,479,English,WS,First,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,510,1,black
51924,25,479,479,English,WS,First,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,511,1,blue
51924,25,479,479,English,WS,First,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,513,1,brown
51924,25,479,479,English,WS,First,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,518,1,dark
51924,25,479,479,English,WS,First,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,528,1,green
51924,25,479,479,English,WS,First,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,546,1,orange
51924,25,479,479,English,WS,First,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,550,1,red
51924,25,479,479,English,WS,First,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,563,1,white
51924,25,479,479,English,WS,First,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,565,1,yellow
51925,27,366,366,English,WS,Second,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,510,1,black
51925,27,366,366,English,WS,Second,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,511,1,blue
51925,27,366,366,English,WS,Second,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,513,1,brown
51925,27,366,366,English,WS,Second,White,Female,,TRUE,FALSE,Marchman,Secondary,"",518,0,dark
51925,27,366,366,English,WS,Second,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,528,1,green
51925,27,366,366,English,WS,Second,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,546,1,orange
51925,27,366,366,English,WS,Second,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,550,1,red
51925,27,366,366,English,WS,Second,White,Female,,TRUE,FALSE,Marchman,Secondary,"",563,0,white
51925,27,366,366,English,WS,Second,White,Female,,TRUE,FALSE,Marchman,Secondary,produces,565,1,yellow
51926,28,433,433,English,WS,Second,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,510,1,black
51926,28,433,433,English,WS,Second,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,511,1,blue
51926,28,433,433,English,WS,Second,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,513,1,brown
51926,28,433,433,English,WS,Second,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,518,1,dark
51926,28,433,433,English,WS,Second,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,528,1,green
51926,28,433,433,English,WS,Second,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,546,1,orange
51926,28,433,433,English,WS,Second,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,550,1,red
51926,28,433,433,English,WS,Second,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,563,1,white
51926,28,433,433,English,WS,Second,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,565,1,yellow
51927,27,29,29,English,WS,Fourth,White,Male,,TRUE,FALSE,Marchman,Secondary,"",510,0,black
51927,27,29,29,English,WS,Fourth,White,Male,,TRUE,FALSE,Marchman,Secondary,"",511,0,blue
51927,27,29,29,English,WS,Fourth,White,Male,,TRUE,FALSE,Marchman,Secondary,"",513,0,brown
51927,27,29,29,English,WS,Fourth,White,Male,,TRUE,FALSE,Marchman,Secondary,"",518,0,dark
51927,27,29,29,English,WS,Fourth,White,Male,,TRUE,FALSE,Marchman,Secondary,"",528,0,green
51927,27,29,29,English,WS,Fourth,White,Male,,TRUE,FALSE,Marchman,Secondary,"",546,0,orange
51927,27,29,29,English,WS,Fourth,White,Male,,TRUE,FALSE,Marchman,Secondary,"",550,0,red
51927,27,29,29,English,WS,Fourth,White,Male,,TRUE,FALSE,Marchman,Secondary,"",563,0,white
51927,27,29,29,English,WS,Fourth,White,Male,,TRUE,FALSE,Marchman,Secondary,"",565,0,yellow
51928,27,424,424,English,WS,First,White,Male,,TRUE,FALSE,Marchman,Secondary,"",510,0,black
51928,27,424,424,English,WS,First,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,511,1,blue
51928,27,424,424,English,WS,First,White,Male,,TRUE,FALSE,Marchman,Secondary,"",513,0,brown
51928,27,424,424,English,WS,First,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,518,1,dark
51928,27,424,424,English,WS,First,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,528,1,green
51928,27,424,424,English,WS,First,White,Male,,TRUE,FALSE,Marchman,Secondary,"",546,0,orange
51928,27,424,424,English,WS,First,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,550,1,red
51928,27,424,424,English,WS,First,White,Male,,TRUE,FALSE,Marchman,Secondary,"",563,0,white
51928,27,424,424,English,WS,First,White,Male,,TRUE,FALSE,Marchman,Secondary,produces,565,1,yellow
51929,27,295,295,English,WS,Third,White,Female,,TRUE,FALSE,Marchman,Secondary,"",510,0,black
51929,27,295,295,English,WS,Third,White,Female,,TRUE,FALSE,Marchman,Secondary,"",511,0,blue
51929,27,295,295,English,WS,Third,White,Female,,TRUE,FALSE,Marchman,Secondary,"",513,0,brown
51929,27,295,295,English,WS,Third,White,Female,,TRUE,FALSE,Marchman,Secondary,"",518,0,dark
51929,27,295,295,English,WS,Third,White,Female,,TRUE,FALSE,Marchman,Secondary,"",528,0,green
51929,27,295,295,English,WS,Third,White,Female,,TRUE,FALSE,Marchman,Secondary,"",546,0,orange
51929,27,295,295,English,WS,Third,White,Female,,TRUE,FALSE,Marchman,Secondary,"",550,0,red
51929,27,295,295,English,WS,Third,White,Female,,TRUE,FALSE,Marchman,Secondary,"",563,0,white
51929,27,295,295,English,WS,Third,White,Female,,TRUE,FALSE,Marchman,Secondary,"",565,0,yellow
51930,30,324,324,English,WS,Second,Black,Female,,TRUE,FALSE,Marchman,College,"",510,0,black
51930,30,324,324,English,WS,Second,Black,Female,,TRUE,FALSE,Marchman,College,"",511,0,blue
51930,30,324,324,English,WS,Second,Black,Female,,TRUE,FALSE,Marchman,College,"",513,0,brown
51930,30,324,324,English,WS,Second,Black,Female,,TRUE,FALSE,Marchman,College,"",518,0,dark
51930,30,324,324,English,WS,Second,Black,Female,,TRUE,FALSE,Marchman,College,"",528,0,green
51930,30,324,324,English,WS,Second,Black,Female,,TRUE,FALSE,Marchman,College,"",546,0,orange
51930,30,324,324,English,WS,Second,Black,Female,,TRUE,FALSE,Marchman,College,"",550,0,red
51930,30,324,324,English,WS,Second,Black,Female,,TRUE,FALSE,Marchman,College,"",563,0,white
51930,30,324,324,English,WS,Second,Black,Female,,TRUE,FALSE,Marchman,College,"",565,0,yellow
51931,19,60,60,English,WS,Fourth,Black,Female,,TRUE,FALSE,Marchman,Some College,"",510,0,black
51931,19,60,60,English,WS,Fourth,Black,Female,,TRUE,FALSE,Marchman,Some College,"",511,0,blue
51931,19,60,60,English,WS,Fourth,Black,Female,,TRUE,FALSE,Marchman,Some College,"",513,0,brown
51931,19,60,60,English,WS,Fourth,Black,Female,,TRUE,FALSE,Marchman,Some College,"",518,0,dark
51931,19,60,60,English,WS,Fourth,Black,Female,,TRUE,FALSE,Marchman,Some College,"",528,0,green
51931,19,60,60,English,WS,Fourth,Black,Female,,TRUE,FALSE,Marchman,Some College,"",546,0,orange
51931,19,60,60,English,WS,Fourth,Black,Female,,TRUE,FALSE,Marchman,Some College,"",550,0,red
51931,19,60,60,English,WS,Fourth,Black,Female,,TRUE,FALSE,Marchman,Some College,"",563,0,white
51931,19,60,60,English,WS,Fourth,Black,Female,,TRUE,FALSE,Marchman,Some College,"",565,0,yellow
51932,25,45,45,English,WS,Fourth,Other,Male,,TRUE,FALSE,Marchman,College,"",510,0,black
51932,25,45,45,English,WS,Fourth,Other,Male,,TRUE,FALSE,Marchman,College,"",511,0,blue
51932,25,45,45,English,WS,Fourth,Other,Male,,TRUE,FALSE,Marchman,College,"",513,0,brown
51932,25,45,45,English,WS,Fourth,Other,Male,,TRUE,FALSE,Marchman,College,"",518,0,dark
51932,25,45,45,English,WS,Fourth,Other,Male,,TRUE,FALSE,Marchman,College,"",528,0,green
51932,25,45,45,English,WS,Fourth,Other,Male,,TRUE,FALSE,Marchman,College,"",546,0,orange
51932,25,45,45,English,WS,Fourth,Other,Male,,TRUE,FALSE,Marchman,College,"",550,0,red
51932,25,45,45,English,WS,Fourth,Other,Male,,TRUE,FALSE,Marchman,College,"",563,0,white
51932,25,45,45,English,WS,Fourth,Other,Male,,TRUE,FALSE,Marchman,College,"",565,0,yellow
51933,25,38,38,English,WS,First,Black,Male,,TRUE,FALSE,Marchman,Some Secondary,"",510,0,black
51933,25,38,38,English,WS,First,Black,Male,,TRUE,FALSE,Marchman,Some Secondary,"",511,0,blue
51933,25,38,38,English,WS,First,Black,Male,,TRUE,FALSE,Marchman,Some Secondary,"",513,0,brown
51933,25,38,38,English,WS,First,Black,Male,,TRUE,FALSE,Marchman,Some Secondary,"",518,0,dark
51933,25,38,38,English,WS,First,Black,Male,,TRUE,FALSE,Marchman,Some Secondary,"",528,0,green
51933,25,38,38,English,WS,First,Black,Male,,TRUE,FALSE,Marchman,Some Secondary,"",546,0,orange
51933,25,38,38,English,WS,First,Black,Male,,TRUE,FALSE,Marchman,Some Secondary,"",550,0,red
51933,25,38,38,English,WS,First,Black,Male,,TRUE,FALSE,Marchman,Some Secondary,"",563,0,white
51933,25,38,38,English,WS,First,Black,Male,,TRUE,FALSE,Marchman,Some Secondary,"",565,0,yellow
51934,27,307,307,English,WS,Second,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,"",510,0,black
51934,27,307,307,English,WS,Second,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,"",511,0,blue
51934,27,307,307,English,WS,Second,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,"",513,0,brown
51934,27,307,307,English,WS,Second,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,"",518,0,dark
51934,27,307,307,English,WS,Second,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,"",528,0,green
51934,27,307,307,English,WS,Second,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,"",546,0,orange
51934,27,307,307,English,WS,Second,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,"",550,0,red
51934,27,307,307,English,WS,Second,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,"",563,0,white
51934,27,307,307,English,WS,Second,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,"",565,0,yellow
51935,24,172,172,English,WS,First,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,"",510,0,black
51935,24,172,172,English,WS,First,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,produces,511,1,blue
51935,24,172,172,English,WS,First,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,"",513,0,brown
51935,24,172,172,English,WS,First,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,"",518,0,dark
51935,24,172,172,English,WS,First,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,"",528,0,green
51935,24,172,172,English,WS,First,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,"",546,0,orange
51935,24,172,172,English,WS,First,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,"",550,0,red
51935,24,172,172,English,WS,First,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,"",563,0,white
51935,24,172,172,English,WS,First,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,"",565,0,yellow
51936,21,554,554,English,WS,First,Black,Male,,TRUE,FALSE,Marchman,Secondary,produces,510,1,black
51936,21,554,554,English,WS,First,Black,Male,,TRUE,FALSE,Marchman,Secondary,produces,511,1,blue
51936,21,554,554,English,WS,First,Black,Male,,TRUE,FALSE,Marchman,Secondary,produces,513,1,brown
51936,21,554,554,English,WS,First,Black,Male,,TRUE,FALSE,Marchman,Secondary,produces,518,1,dark
51936,21,554,554,English,WS,First,Black,Male,,TRUE,FALSE,Marchman,Secondary,produces,528,1,green
51936,21,554,554,English,WS,First,Black,Male,,TRUE,FALSE,Marchman,Secondary,produces,546,1,orange
51936,21,554,554,English,WS,First,Black,Male,,TRUE,FALSE,Marchman,Secondary,produces,550,1,red
51936,21,554,554,English,WS,First,Black,Male,,TRUE,FALSE,Marchman,Secondary,produces,563,1,white
51936,21,554,554,English,WS,First,Black,Male,,TRUE,FALSE,Marchman,Secondary,produces,565,1,yellow
51937,19,580,580,English,WS,First,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,produces,510,1,black
51937,19,580,580,English,WS,First,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,produces,511,1,blue
51937,19,580,580,English,WS,First,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,produces,513,1,brown
51937,19,580,580,English,WS,First,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,produces,518,1,dark
51937,19,580,580,English,WS,First,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,produces,528,1,green
51937,19,580,580,English,WS,First,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,produces,546,1,orange
51937,19,580,580,English,WS,First,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,produces,550,1,red
51937,19,580,580,English,WS,First,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,produces,563,1,white
51937,19,580,580,English,WS,First,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,produces,565,1,yellow
51938,28,106,106,English,WS,First,Black,Male,,TRUE,FALSE,Marchman,Primary,"",510,0,black
51938,28,106,106,English,WS,First,Black,Male,,TRUE,FALSE,Marchman,Primary,"",511,0,blue
51938,28,106,106,English,WS,First,Black,Male,,TRUE,FALSE,Marchman,Primary,"",513,0,brown
51938,28,106,106,English,WS,First,Black,Male,,TRUE,FALSE,Marchman,Primary,"",518,0,dark
51938,28,106,106,English,WS,First,Black,Male,,TRUE,FALSE,Marchman,Primary,"",528,0,green
51938,28,106,106,English,WS,First,Black,Male,,TRUE,FALSE,Marchman,Primary,"",546,0,orange
51938,28,106,106,English,WS,First,Black,Male,,TRUE,FALSE,Marchman,Primary,"",550,0,red
51938,28,106,106,English,WS,First,Black,Male,,TRUE,FALSE,Marchman,Primary,"",563,0,white
51938,28,106,106,English,WS,First,Black,Male,,TRUE,FALSE,Marchman,Primary,"",565,0,yellow
51939,22,327,327,English,WS,Third,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,"",510,0,black
51939,22,327,327,English,WS,Third,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,"",511,0,blue
51939,22,327,327,English,WS,Third,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,"",513,0,brown
51939,22,327,327,English,WS,Third,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,"",518,0,dark
51939,22,327,327,English,WS,Third,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,"",528,0,green
51939,22,327,327,English,WS,Third,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,"",546,0,orange
51939,22,327,327,English,WS,Third,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,"",550,0,red
51939,22,327,327,English,WS,Third,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,"",563,0,white
51939,22,327,327,English,WS,Third,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,"",565,0,yellow
51940,16,83,83,English,WS,First,Black,Male,,TRUE,FALSE,Marchman,Some College,"",510,0,black
51940,16,83,83,English,WS,First,Black,Male,,TRUE,FALSE,Marchman,Some College,"",511,0,blue
51940,16,83,83,English,WS,First,Black,Male,,TRUE,FALSE,Marchman,Some College,"",513,0,brown
51940,16,83,83,English,WS,First,Black,Male,,TRUE,FALSE,Marchman,Some College,"",518,0,dark
51940,16,83,83,English,WS,First,Black,Male,,TRUE,FALSE,Marchman,Some College,"",528,0,green
51940,16,83,83,English,WS,First,Black,Male,,TRUE,FALSE,Marchman,Some College,"",546,0,orange
51940,16,83,83,English,WS,First,Black,Male,,TRUE,FALSE,Marchman,Some College,"",550,0,red
51940,16,83,83,English,WS,First,Black,Male,,TRUE,FALSE,Marchman,Some College,"",563,0,white
51940,16,83,83,English,WS,First,Black,Male,,TRUE,FALSE,Marchman,Some College,"",565,0,yellow
51941,27,374,374,English,WS,Third,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,produces,510,1,black
51941,27,374,374,English,WS,Third,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,produces,511,1,blue
51941,27,374,374,English,WS,Third,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,"",513,0,brown
51941,27,374,374,English,WS,Third,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,"",518,0,dark
51941,27,374,374,English,WS,Third,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,"",528,0,green
51941,27,374,374,English,WS,Third,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,"",546,0,orange
51941,27,374,374,English,WS,Third,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,"",550,0,red
51941,27,374,374,English,WS,Third,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,"",563,0,white
51941,27,374,374,English,WS,Third,Black,Female,,TRUE,FALSE,Marchman,Some Secondary,"",565,0,yellow
51942,21,152,152,English,WS,Third,Black,Male,,TRUE,FALSE,Marchman,Some College,"",510,0,black
51942,21,152,152,English,WS,Third,Black,Male,,TRUE,FALSE,Marchman,Some College,produces,511,1,blue
51942,21,152,152,English,WS,Third,Black,Male,,TRUE,FALSE,Marchman,Some College,"",513,0,brown
51942,21,152,152,English,WS,Third,Black,Male,,TRUE,FALSE,Marchman,Some College,"",518,0,dark
51942,21,152,152,English,WS,Third,Black,Male,,TRUE,FALSE,Marchman,Some College,"",528,0,green
51942,21,152,152,English,WS,Third,Black,Male,,TRUE,FALSE,Marchman,Some College,"",546,0,orange
51942,21,152,152,English,WS,Third,Black,Male,,TRUE,FALSE,Marchman,Some College,"",550,0,red
51942,21,152,152,English,WS,Third,Black,Male,,TRUE,FALSE,Marchman,Some College,"",563,0,white
51942,21,152,152,English,WS,Third,Black,Male,,TRUE,FALSE,Marchman,Some College,"",565,0,yellow
51943,30,357,357,English,WS,Third,Black,Male,,TRUE,FALSE,Marchman,Secondary,produces,510,1,black
51943,30,357,357,English,WS,Third,Black,Male,,TRUE,FALSE,Marchman,Secondary,"",511,0,blue
51943,30,357,357,English,WS,Third,Black,Male,,TRUE,FALSE,Marchman,Secondary,"",513,0,brown
51943,30,357,357,English,WS,Third,Black,Male,,TRUE,FALSE,Marchman,Secondary,produces,518,1,dark
51943,30,357,357,English,WS,Third,Black,Male,,TRUE,FALSE,Marchman,Secondary,"",528,0,green
51943,30,357,357,English,WS,Third,Black,Male,,TRUE,FALSE,Marchman,Secondary,produces,546,1,orange
51943,30,357,357,English,WS,Third,Black,Male,,TRUE,FALSE,Marchman,Secondary,produces,550,1,red
51943,30,357,357,English,WS,Third,Black,Male,,TRUE,FALSE,Marchman,Secondary,produces,563,1,white
51943,30,357,357,English,WS,Third,Black,Male,,TRUE,FALSE,Marchman,Secondary,produces,565,1,yellow
51944,18,42,42,English,WS,Second,Black,Female,,TRUE,FALSE,Marchman,Some College,"",510,0,black
51944,18,42,42,English,WS,Second,Black,Female,,TRUE,FALSE,Marchman,Some College,"",511,0,blue
51944,18,42,42,English,WS,Second,Black,Female,,TRUE,FALSE,Marchman,Some College,"",513,0,brown
